userID,placeID,name,link,rating,comment
11,3,Trang Trang,https://www.foody.vn/thanh-vien/pink.tt94,8.0,"Rất hài lòng về cách phục vụ của các bạn nhân viên và món ăn ở đây.Mình gọi 1 hana cheese roll, 1 katsu cheese, 1 baked sake, 1 mì yakisoba, 1 bánh xèo nhật, 1 đậu nành và 4 chai nứơc suối ..

- Hana cheese roll: Đáng thử, vị phomai nhìêu và béo... bạn nào thích ăn béo nhu mình sẽ rất thích  :x
- Katsu cheese: Món tủ của mình  
- Baked sake: cũng k đặc biệt lắm, không khác nhiêù so với các loại khác 
- Yakisoba hải sản: ngon nhưng hơi ít, hải sản gồm tôm, mực..
- Bánh xèo nhật: Rất ngon nhưng mau ngán, khi mang ra còn nóng và giòn
- Đậu nành: Ngon: xxxx...mà lại còn rẻ hơn sushi bar

Hôm đó mình đi khoảng 7h nên đông -> món ăn lên lâu, ăn mà chờ dài cổ luôn-_-... Nhưng bù lai thái độ của các bạn nhân viên rất niềm nở :) 
Tổng cho 6 món và 4 chai nước suối hình như khoảng hơn 350k...4 người no căng  :P"
12,3,Nguyễn Thuý Bắc,https://www.foody.vn/thanh-vien/bacnguyen2806,6.2,"trời quơi chưa bao giờ ăn sushi mà dở như ở đây, sushi ngọt, sashimi cảm giác không tươi lắm, món khác cũng ngọt với nhiều dầu mỡ quá, đúng kiểu ăn đồ nhật vị việt nam.phục vụ cũng tạm ổn, ko nhanh lắm, ra món phải nhắc lên nhắc xuống"
13,3,Tina Nguyễn,https://www.foody.vn/thanh-vien/tina.papy,7.2,Cũng lâu rồi mới ghé lại quán thì nay qán lên toà nhà chỗ ngồi nhìn lịch sự hơn nhưng hơi hẹp. Các bàn ngồi cũng khá sát nhau. Chất lượng đồ ăn thì vẫn khá tốt. Cá hồi thì có mấy miếng còn dính máu hơi ớn xíu vì đó h mình ăn nhữn chỗ khác chưa gặp tình trạng này :) giá cả thì vẫn khá ổn hơn nhiều nơi. Sẽ còn ghé lại :) hi vọng không gian sẽ được cải thiện hơn để khách có chỗ ngồi thoải mái hơn.
14,3,guangre,https://www.foody.vn/thanh-vien/guangre,7.2,"Mình có dịp ăn ở cả bên Trương Định và ở đây. Nhìn chung chất lượng sushi và sashimi như nhau, phục vụ tốt, nhanh nhẹn. Tuy nhiên chi nhánh ở Lê Quang Định có một vài điểm trừ sau đây:- Giữ xe không thân thiện, mình đi buổi trưa, vừa chạy xe vào thì bị giữ xe hỏi ""Đi đâu"" (??)- Không có nước trà xanh gạo rang như bên Trương Định."
15,3,Food Adventure,https://www.foody.vn/thanh-vien/tramanh_9591,6.2,"Đi ăn khoảng 20h, ko biết là trễ rồi nên quán không còn nguyên liệu hay tiêu chuẩn phần ăn là thế. Có cảm giác sai lầm khi phần bụng cá hồi ( như hình, 6 lát, 85k) như chơi đồ hàng. Nhỏ tí ti! Thấy bàn kế bên kêu set combo sashimi cũng có chút éc thiệt tình là ngạc nhiênNói tiền nào của nấy thì không đúng,mỗi món giá rẻ hơn so với tokyo deli chừng 15-20k nhưng sashimi ít quá ít, miếng cá tí xíu ( to hơn chiếc đũa một tí ). Tươi cũng ko hẳn là tươi. Đã tưng ăn bên Trương Định thấy bên đó đồ ăn làm nhiều hơn, miếng cá cũng to hơn! + nigiri và maki làm ngon, vừa ăn nhưng cũng bé tí ti :)+ bánh bạch tuột ngon+ giá trung bình vừa phải để ai cũng có thể thưởng thức món Nhật+ phục vụ có cải thiện, nhân viên lịch sự"
16,4,thanh thuy dinh thi,https://www.foody.vn/thanh-vien/dinhthithanhthuy,7.0,"Vô tình chạy qua đây thấy cái quán này mới biết là quán dời địa điểm vô đây, vì hồi hổm qua bên kia thấy dẹp rùi, quán bên này trang trí ít hơn, đồ uống vẫn bình dân."
17,4,Josep Minh Khôi,https://www.foody.vn/thanh-vien/xinchoemduociuanh,7.0,"Quán giải khát này vừa có sự kết hợp của teen lẫn quán cf cóc nên thấy nó lạ lạ sao sao khó diễn tả+++KHÔNG GIAN: Nhìn sạch sẽ sáng sủa, nhưng mà hơi ít quạt máy +++MÓN ĂN: Trà đào uống được, ko ấn tượng cũng ko thất vọng, miếng đào ổn. Trà dâu tằm thì ngon hơn, có kêu thêm dĩa khoai chiên ngồi nhâm nhi, soda uống cũng tạm đc+++GIÁ CẢ: giá khá rẻ 4 đứa mà hết tầm 50k/1ng thôi, phù hợp với túi tiền SV ăn vặt giải khát+++PHỤC VỤ: thấy ăn mặc hơi kì xíu."
18,4,Hoàng Lê,https://www.foody.vn/thanh-vien/love_storm1705,6.2,"Quán nằm trên đường hơi tối , quán chắc mấy bạn nhỏ nhỏ mở nên nhìn các món ăn chưa chuyên nghiệp , giống ở nhà làm ăn vậy . Vào quán gọi đa số món là hết hay chưa có nguyên liệu . Phô mai que chưa có vị béo , phô mai việt quất uống được . Kem thì béo nhưng mau tan , tính giá vậy hơi cao . Phục vụ thì có bé dễ thương , có bé cảm giác khó chịu"
19,4,Quân Jason,https://www.foody.vn/thanh-vien/jollyhamstershop,7.2,"Lâu lắm rồi ko ghé thì nghe tin quán chuyển sang địa chỉ mới, theo dõi page thì biết là sang chỗ Đông Hồ này, thế nên là tranh thủ ghé ủng hộ tiếp+++KHÔNG GIAN: Rộng rãi và sáng sủa hơn chỗ cũ, duy là quạt hơi ít nên mình thấy chưa mát mẻ lắm+++MENU: Cũng đa dạng món, đang có combo 2li 1lit giá chỉ 50k cũng khá rẻTrà đào uống khá ổn, miếng đào giòn ngọt, ngoài ra thì tụi mình còn kêu thêm mấy li khác để thưởng thức nữa+++GÍA CẢ: Khá là rẻ phù hợp cho SV"
20,4,Gemini Star,https://www.foody.vn/thanh-vien/geministar,7.6,"Quán di dời địa điểm từ Hòa Hảo Q10 sang Đông Hồ Q8 rồi. Khu bên đây gần cầu Chánh Hưng, khá yên tĩnh.Cách bày trí bên đây đơn giản hơn so với chỗ cũ, nhưng menu dễ nhìn hơn.Đi có 2 đưa mà đang có chương trình mua 1 ly trà đào 1 lít tặng 1 ly soda nữa, tham nên gọi uống thấy bà luôn. Ly to quá mà, tính ra có 50k, hỏi sao k gọi chứ ><"
21,5,Lien Khong,https://www.foody.vn/thanh-vien/khonglien123,7.2,"Quán nằm ngay tầng trệt của Garden Mall. Không gian không đặc sắc lắm. Nhân viên phục vụ chưa đến mức hoàn hảo nhưng cũng tạm chấp nhận được.Giá cả hơi cao xíu nhưng đồ ăn ngon, chất lượng.+ Sườn sốt BBQ dấm đỏ 128k, 1 dĩa khá nhiều, sốt ngon, sườn cắt miếng vừa ăn.+ Bánh cuốn tôm tươi 50k, há cảo sò điệp 45k, xíu mại gạch cua 45k, bánh xếp tôm chiên 50k ăn khá bình thường.+ Khoai môn chiên xù 45k giòn xốp rất ngon.+ Bánh trứng nướng 35k ăn hơi bị dở, ngán lắm luôn, mà 1 cái cũng nhỏ xí à.+ Chè khúc bạch 35k ngon tuyệt vời, khúc bạch béo béo ăn đã lắm.+ Pudding cá chép 35k là pudding dừa, vị khá béo, làm thành hình con cá chép nhìn rất bắt mắt.+ Trà bửu lỷ 35k nguyên ấm trà nóng siêu bự, ngọt ngọt dễ uống.Nói chung đồ ăn ngon tuy nhiên vài món cũng không đặc sắc cho lắm."
22,5,Li Liang Yin,https://www.foody.vn/thanh-vien/liangyin0816,8.0,"Baoz ở garden mall mơi mở, đi thu cho biet, mình thấy ở đây chr có baoz với một nhà hang nữa là co đồ ăn. Đi 7h tôi đêm trung thu đông qua trời luôn, xêp bàn ngồi ngoà, cucng đc nhưng có điều hút thuốc hơi kho chịu. Baoz menu chủ yếu dimsum và cũng có nhiêù món ăn Quảng đông, thây mọi nguời hay gọi vịt quay. Nhà mfnh thì chủ yếu ăn điểm tâm thôi. Nước thì kêu 1 bình trà sen 35k.Món đầu tiên rau choisum xào tỏi, ok. Ha cảo sò điệp xinh, ngon, vỏ ko dày và kết dính với nhân. Món bánh bao súp thượng hải thf tuy đẹp nhưng k ngon lắm, vỏ dày, canh k đủ nhiều, nhân nhạt nhẽo. Bánh xếp nước thì ngon bù, cả bánh xếp, nhân và canh đều ngon. Món tôm trái thơm mong đợi thì cắn vào tuy ngon nhưng ăn lại thấy vỏ ngoài bột dày quá mà tôm k tươi lắmMón tâm đắc nhất là bánh bao nướng nhân khoai môn. Fan khoai môn nên món gì khoai môn mình cx thích. Nhân khoai môn dẻo, thơm, làm từ thịt khoai môn thật. Bánh bao nướng rất thơm gìon khoái khẩu, ăn hoài k ngán. Món nấm và rau củ hầm chay ăn cũng ok, k qua mặn, mình nghx ăn vs cơm sẽ ngon hơn. Cuối cùng vơ đét lại là tráng miệng, pudding con cá mùi dừa (?) vưà đẹp lại vừa ngon, béo ngọt vừa phải, mềm dẻo như khúc bạch v á.Phục vụ thì bt thôi nhà hàng đông k comment gì nhiều. Giá tiền ok chỉ có 600k cho 1 bua ngon thôi."
23,5,Hải Nguyễn,https://www.foody.vn/thanh-vien/7nguyenngochai,6.4,"Quán nằm ở tầng trệt của trung tâm, rất dễ tìm. Nhưng đi gửi xe hơi xa, hôm mình đi là trời mưa nên khá bất tiện.Không gian rộng rãi, đa số là bàn dành cho khách nhóm đông người. Có cả ngoài trời và bên trong. Bày trí ổn, nội thất và dụng cụ đẹp.Món ăn, cũng giống như Menu bên Nguyễn Tri Phương, đa phần là món Trung. Đồ ăn ngon, bày trí đẹp. Nhưng tốc độ lên món quá chậm, mặc dù lúc mình đến nhà hàng khá vắng.Giá cả ổn, mình đi 2 người gọi 3 món và 1 nước, tổng hoá đơn chưa đến 250.000.Phục vụ tạm được, không nhiệt tình và niềm nở lắm."
24,5,Nhật Thi Nguyễn Duy,https://www.foody.vn/thanh-vien/nguyenduynhatthi,8.0,Baoz dimsum in Garden mall
25,5,Dân Bích Chương ♑,https://www.foody.vn/thanh-vien/kelsi.bichtran,7.6,"Chi nhánh này mới hoạt động gần đây thôi , khi Thuận Kiều cũ sửa thành The Garden Mall , gần trường cấp 3 cũ của mình , vị trí lý tưởng bán các món Dimsum vì khu này tập trung nhiều người Hoa lắm . Không gian khá sang trọng . Menu các món Dimsum đa dạng , trình bày cũng đẹp mắt mà khích thích vị giác lắm luôn . Mình kêu cho 2 người ăn mà hài lòng lắm , nêm nếm vừa miệng và nguyên liệu tươi ngon . Nhân viên phục vụ ok lắm luôn . Giá khá ổn so với mặt bằng chung các quán bán Dimsum ở Sài Gòn ."
26,6,K T,https://www.foody.vn/thanh-vien/2tunik,7.4,"Thoạt nhìn nhà hàng rất sang trọng, nhưng tính trung bình 1 ngươi ăn tầm 150k là no ứ ự không lối thoát rồi.Đồ ăn khá ngonVỏ bánh mỏngNước chấm truyền thống không nêm nếm nên ăn ổnNhân viên phục vụ cũng được chứ chưa phải là xuất sắc nhưng có đồng phục và cách bài trí rất chuyên nghiệp"
27,6,BẢO CHÂU HÀ,https://www.foody.vn/thanh-vien/chau2201,9.0,"Lần nào mình ăn ở đây cũng thích hết. Quán dù càng lúc càng đông và gửi xe siêu bất tiện: cực xa ở tận bên Trung Tâm Văn Hóa Q5 rồi đi bộ cả 2 ngã tư hơi lo nhất là buổi tối vừa đông xe vừa giỏ xách. Tuy nhiên nhân viên bên trong sắp bàn và lên món rất nhanh, liên tục dọn dĩa và bày món mới, chăm trà, lấy menu, etc. cực kỳ thành thạo. Tụi mình gọi 1 loạt mà có ngay và ăn đều đặn trong 30 phút là xong hết kể cả tính $. Ngoại trừ hủ tíu sate hơi đặc và tôm trái thơm quá ngán do nhiều mayonaise, các món còn lại quá ổn. Bao nhiu đó món cho 4 người chưa đến 650k là giá chấp nhận đc nah."
28,6,Kẹp Nơ,https://www.foody.vn/thanh-vien/congchuatrenthaonguyen123,8.0,"-không gian hơi chật hẹp (kiểu dạng nhà hàng người Hoa thường vậy), phục vụ tốt.-món ăn: trà hoa cúc với trà bửu lỉ ngon. Heo quay da giòn ăn cũng tạm nhưng cắt miếng bự quá với nhiều mỡ nên ăn 1 miếng này là hết ăn món khác luôn @@. Bánh bao xá xíu có phần bột ngon dẻo, nhân bên trong hơi dầu mỡ. Bánh cuốn sò điệp với bánh tôm cực ngon, tôm ăn giòn giòn cực thích, chả bù cho bánh cuốn sốt XQ sốt ngon mà ăn 1 cuốn thôi, ăn nữa sẽ ngán. còn tàu hủ tôm chiên cũng ngon, do chỗ này chế biến tôm ngon lắm. Chân vịt nấm bào ngư mềm ngon, hoành thánh mì ăn được. Cơm chiên ngon mà hơi dầu. Kết nhất là sa tế ở đây, làm từ tôm hay sò điệp gì đó (nhân viên có giới thiệu mà quên rồi) ăn siêu ngon, vị đậm đà, cảm giác ăn ẻm vứi cơm không cũng đủ mãn nguyện!"
29,6,Chu Thục Oanh,https://www.foody.vn/thanh-vien/chuthcoanh,7.0,"Đa dạng món ăn, bày trí đẹp mắt nhưng các món dimsum hơi nguội."
30,6,Minh Thien,https://www.foody.vn/thanh-vien/minhthien9969,6.8,SÁNG đi  ăn  sáng tại  đây...  Giá cả ok..  Đồ ăn cũng ngon..  Có cả  satte tôm...  Nhà hàng  nhỏ  có  1 cái thang máy  phục vụ  ko kịp....   Có  cái gửi xe  là thấy bất bình  chắc mình  đi  xe  ko dc  đẹp  nên coi thường  cho  wa nhà tang lễ...  Những chiếc khác mình thấy  đc  để  chắc khách  wen  hay  sau....  Mình  đến lúc  sớm  7 giờ  30  chỗ còn. Nhiều..  Sau ko cho   để  xe ..lúc ăn  xông  xuống  thì  thấy khách  dc  để xe...  Ko hiểu  sau...  Lần sau  phải đi môtô tới  coi  cho  để  ko
31,7,Mio Phan,https://www.foody.vn/thanh-vien/trucmai1107,8.6,"Nghe tên quán cũng lạ lạ ngộ ngộ với cũng gần khu trường mình nên là quyết định ghé thử :3Không gian quán cũng rộng, thoángNhân viên nhiệt tình, chạy tới chạy lui order, bưng món 😂Mình gọi 1 phần bò bít tết, trứng chiên, bắp, khoai tây ăn kèm, bánh mì, xà lách... Ngoài ra thì mình có gọi thêm 1 nước ngọt và 1 trà đào để uống chung cho dễ tiêu dầu mỡ 😆Cách bày trí khá đẹp mắt, bánh mì, khoai tây hay xà lách đều có túi hoặc hộp đựng riêng, không phải kiểu để chung 1 dĩa 👍Bò mềm, thấm vị, trứng chiên chín vừa phải, khoai tây giòn, thơm, bánh mì giòn và xà lách ăn kèm cũng tươi ❤️Về nước thì trà đào khá thơm, trà ngọt vừa, chua chua ăn cũng thích ☺️Giá cả cũng tạm ổn nên có dịp sẽ quay lại thêm 😊"
32,7,Mad Team,https://www.foody.vn/thanh-vien/hunghunter23,7.6,"- Vị trí: Quán nằm trên đường Thống Nhất, ngay mặt đường, bảng hiệu to nên rất dễ tìm.- Không gian quán rộng, bàn ghế sắp xếp hợp lí, không gian thoáng mát. Lại quầy chọn món và thanh toán trước rồi chọn chổ ngồi sau. - Chất lượng: mình và đứa bạn order phần combo bò nướng phomai và yaourt loại 150g. 1 combo giá 124k. Mình ăn bò chín tới, bò mềm, tươi, sốt bơ ăn kèm k đặc sắc lắm do bơ chọn làm sốt chắc không được ngon, ăn rất khó ăn. Trứng, bắp, khoai tây ăn kèm ok, bánh mì nóng gìon. Còn yaourt phomai ăn rất đặc biệt, mềm, dẻo, đặc ăn vừa thơm phomai và sữa, vị chua ok. Tuy nhiên ăn hết hủ có cảm giác ngán ngán. - Phục vụ hài lòng, lên món nhanh, thái độ tốt. - Gữi xe free."
33,7,Phát Nguyễn Xuân,https://www.foody.vn/thanh-vien/hoangtu_bongdem553,7.4,Chổ ăn wen thuộc. Ngày càng nhiều món mới nhìn menu rối o hiểu gì hết. Bò mềm ướp thấm hon trc. Rất thích bánh mì ở đây.Phục vụ cũng OK. Mà bạn đứng quầy hỏi hơi nhiều.8 điểm cho địa điểm gần nhà.
34,7,Nguyen Dinh,https://www.foody.vn/thanh-vien/phuongnguyen011294,6.4,"Hai Con Bò có nhiều chi nhánh ở khắp nơi. Chỗ này ở Thủ Đức, nên quán có vẻ rộng hơn, đồng thời cũng có vẻ vắng hơn các chi nhánh ngay trung tâm thành phố. Giá cả ở đây không rẻ, 82k một phần beefsteak gồm bò, trứng, khoai, salad và một ổ bánh mì. Beefsteak là bò mỹ, ăn mềm, thơm. Nước sốt Hai Con Bò không đặc biệt lắm. Khoai cho cũng ít. Bánh mì thì hơi cứng, chứ không giòn. Mà phục vụ quán chưa chuyên nghiệp lắm. Bưng bị thiếu món tùm lum hà.Với giá như vậy thì mình mong muốn nhiều hơn về chất lượng, cũng như cách phục vụ."
35,7,Thành Bùi,https://www.foody.vn/thanh-vien/lookoveryou71096,6.2,"Khoai tây chiên có hôm giòn có hôm cứng. Nhân viên thì ok. Mà ko có máy lạnh nhỉ. Nhân viên nên để ý lời khách dặn hơn ( tại gọi trước cho bạn mà nó chưa tới nên dặn món đó lên sau, mà sau đoa lên món hết luôn làm nguội ngắt ) Thịt bò ngon nhưng ăn không đã ( tại bụng bự @@~) Sẽ quay lại."
36,8,Linh Pika,https://www.foody.vn/thanh-vien/tinahuynh2808,0,Mấy ngày nay trời mưa ăn cơm lại thấy chán nên hôm nay đổi gió đi ăn bò. Mình kêu hai món là steak nai sốt tiêu và thịt cá sấu sốt bbq. Ngon lắm thịt cá sấu và thịt nai đều mềm vừa cộng thêm nước sốt đậm đà. Nhưng 1 điểm trừ là bánh mì ko được mềm như trước đây mà cứng như bánh quy ăn ko được ngon cho lắm bù lại thì món chính ăn ngon. À hôm nay quán có món nước mới là nước ép lựu và nước ép tổng hợp.
37,8,Nhan Truong,https://www.foody.vn/thanh-vien/maddie.nhantruong,0,"Titi từng là nhà hàng beefsteak mà bạn mình rất thích. Nó recommend và thuyết phục mình tới tối qua. Nhưng tới nơi thì đúng là ""bad experience"" toàn tập.(1) Cách thiết kế bàn ngồi: người đi chung ngồi cùng 1 phía. Cái này rất lạ và gây khó chịu cho người ăn. Mình đã đặt bàn trước, nhưng đến nơi vẫn bị sắp xếp chia bàn với ng khác. Chia cũng được đi, mà mình và bạn mình không được ngồi đối diện nhau mà buộc phải ngồi cạnh. Khiến cho không gian trò chuyện không 1 chút riêng tư. Cách bố trí hoàn toàn không hợp lí.(2) Nhân viên phục vụ không niềm nở, tự động dọn chén, dĩa trên bàn ăn của khách mà chưa hỏi ý kiến. Lúc đó quán rất đông, nhân viên giống như muốn đuổi tụi mình để có chỗ cho khách mới.(3) Nhân viên thối thiếu tiền: bạn đó thu tiền nhiều bàn cùng 1 lúc, xong tới bàn mình thì đem ra thiếu đến 50k.(4) No wifi. Không có châm trà miễn phí như lúc trước.Mình và bạn mình sẽ không bao giờ quay lại quán vì còn nhiều lựa chọn khác. Thức ăn ở đây không đến nỗi xuất sắc để phải chịu đựng thứ criminal service như vậy. Không ngờ nhà hàng đã 10 năm và có hơn 10 chi nhánh khắp Việt Nam mà tệ vậy."
38,8,An Phan,https://www.foody.vn/thanh-vien/vohauyen,8.2,"Trưa nay lại ghé lại quán, buổi trưa thì vắng hơn tối rồi nên khá thoải mái, cũng ko cần phải đợi bàn hay đợi món lâu. Mình gọi bò sốt tiêu - cách trình bày vẫn như mọi lần. Bò ko được nguyên lát mà là những miếng nhỏ vụn hơn. Mới thử sốt tiêu thì thấy chua, chua lắm. Vì đã từng ăn bên trần cao vân nên mình nhớ sốt tiêu không đến nỗi chua vậy. Mình nhờ bạn phục vụ kiểm tra, sau một chút thì có 1 bạn khác đến giải thích, phần nước sốt này bếp đã kiểm tra không có vấn đề gì, quán vẫn bán từ sáng đến giờ không vấn đề gì. Mình hỏi, có phải thành phần trong nước sốt có giấm ko vì mình thấy chua. Bạn bảo không, chỉ là có rượu thôi, nếu minhg ko dùng được có thể đổi sốt BBQ. Mình đổi sốt mà bạn vui vẻ mang ra phần mới, vị chua dịu nhẹ hơn nhiều và khá vừa miệng. Trên thìa còn một ít sốt tiêu, mình có nhờ ox nếm lại (bắt ox uống nước lọc cho sạch trước khi nếm) và ox cũng đồng ý là chua do nêm quá tay, không phải vì hư. Quán đổi và vẫn billed là 1 phần. Cách xử lý rất hơp lý và mình hài lòng với dịch vụ ở quán."
39,8,Thuỷ Tiên Dang,https://www.foody.vn/thanh-vien/tien.dht0627,6.6,"Vị trí nằm trong hẻm, hơi khuất ,quán nhỏ,đi đông phải xếp hàng chờ,mình ăn quán này từ năm 2013 đến giờ,phục vụ tốt,lịch sự, dễ thương, ko nhiệt tình lắm, mỗi lần đi ăn bò gia đình mình đều ăn quán này, giá ở đây từ 55k trở lên, quán k có nhiều chỗ để xe nên k thích lắm nhưng đồ ăn ngon,bò mềm, thấm gia vị, nấu theo phong cách tây nên giá này mình thấy hợp lý 👍"
40,8,Tiên Nguyễn,https://www.foody.vn/thanh-vien/tinnguyn0792,7.0,"Fan beefsteak chắc chắn ko thể bỏ qua địa điểm này. Đây là lần thứ 2 mình ăn ở Titi. Mình đi vào buổi chiều tối và quán đã khá đông khách cho dù là ngày thường. Menu của quán chuyên về beefsteak, ngoài ra còn có thêm mì ý, salad, tráng miệng, menu nước cũng khá đa dạng nhiều sự lựa chọn...Mình đi 2 người gọi 3 phần Bò BBQ, Cừu BBQ, mì ý bò xào rau củ ăn kèm với salad sốt dâu tầm. Nước thì mình dùng thử whisky ( giá khá mềm chỉ 37k cho 1 ly). 1 phần thường đc phục vụ thêm khoai tây chiên và bánh mì nữa. Tổng cộng chỉ có 303k....Mùi vị thơm ngon, nhưng khá nhạt hơn so với lần đầu mình ăn. Không gian nhỏ nên đông khách sẽ cảm thấy khá ngột ngạt. Sẽ ngon hơn nếu quán điều chỉnh lại khẩu vị, vì thức ăn quá nhạt. Sẽ tiêp tục ủng hộ quán ^^"
41,9,Hanna Lai,https://www.foody.vn/thanh-vien/drapi.smile,7.6,"Bọn mình đến quán vào trưa nắng chủ nhật. Giữ xe ngay trước quán và miễn phí. Quán vắng không có khách, sau mình được thêm 2 bàn. Nhân viên không biết đông không mà lúc nào cũng rúc ở dưới bếp, để quán vắng tanh thế này. Menu thì cũng kha khá, mình gọi 3 món và không phải đợi lâu.Kim chi và củ cải gọi bao nhiêu cũng được. Mình gọi cơm cuộn thịt bò, súp rong biển và tokbokki phô mai. Cơm cuộn hơi nhạt, bình thường sẽ có nước chấm mà ở đây không có. Bò là bò băm, được xíu bò thôi, cơm cuộn chắc tay. Súp rong biển thì chủ yếu là nước, nấu chung với thịt bằm ăn như kiểu canh cải ngọt 😂😂  Tokbokki phô mai thì khá ổn, ăn vừa miệng.Lúc về được chú bảo vệ dắt xe cho còn hỏi han ăn được không và chúc bọn mình đi chơi vui vẻ. Chú quá quá dễ thương luôn."
42,9,Lê Nguyễn Việt Hoàng,https://www.foody.vn/thanh-vien/viethoangle,0,Món ăn khá bình thường. Không hấp dẫn lắm. Với lại đợi khá lâu mới phục vụ xong. Cần cải thiện nhiều hơn
